"orderid","ordercode","dateid","shipmodeid","customerid","productid","cityid","sales"
1824,CA-2018-143686,124,3,211,1124,352,18.28
1825,CA-2017-106530,567,3,125,1843,114,1006.056
1826,CA-2017-106530,567,3,125,1190,114,10.688
1827,CA-2018-107629,479,3,489,219,250,39.264
1828,CA-2018-157966,738,3,639,1607,329,19.456
1829,CA-2018-157966,738,3,639,876,329,209.986
1830,CA-2018-107629,479,3,489,1445,250,95.232
1831,CA-2015-125171,556,3,366,564,126,14.4
1832,CA-2016-109512,575,3,296,1534,28,29.34
1833,CA-2017-106306,246,3,292,235,432,9.702
1834,CA-2017-105256,674,3,256,1137,350,1363.96
1835,CA-2017-162187,618,3,536,570,358,64.96
1836,CA-2017-162187,618,3,536,305,358,458.43
1837,CA-2017-162187,618,3,536,950,358,387.136
1838,CA-2018-157966,738,3,639,1647,329,89.768
1839,CA-2017-162187,618,3,536,303,358,328.59
1840,CA-2016-146829,336,3,3,943,185,1.112
1841,CA-2016-100769,478,3,450,998,523,255.968
1842,CA-2015-124429,662,3,97,1389,55,567.12
1843,CA-2016-155761,677,3,633,916,185,159.984
1844,CA-2017-121601,363,3,684,1601,427,59.752
1845,CA-2018-157966,738,3,639,919,329,959.984
1846,CA-2017-164924,99,3,592,511,248,341.991
1847,CA-2015-124429,662,3,97,84,55,359.32
1848,CA-2016-155761,677,3,633,194,185,46.344
1849,CA-2018-125115,660,3,7,993,102,10.368
1850,CA-2018-125115,660,3,7,1109,102,95.736
1851,CA-2018-103065,237,3,251,1264,523,4.768
1852,CA-2016-112571,271,3,107,1461,555,204.6
1853,CA-2018-103065,237,3,251,724,523,4.448
1854,CA-2017-161095,78,3,258,233,496,7.752
1855,CA-2017-161095,78,3,258,1543,496,33.568
1856,CA-2015-105249,458,3,419,1725,16,7.36
1857,CA-2018-103065,237,3,251,931,523,43.936
1858,CA-2015-142965,669,3,324,1544,450,25.984
1859,CA-2015-153619,701,3,611,1783,285,6.72
1860,CA-2018-157966,738,3,639,1618,329,15.552
1861,CA-2017-111794,429,3,109,702,110,79.512
1862,US-2016-130519,48,3,154,1539,600,15.552
1863,US-2016-130519,48,3,154,189,600,15.712
1864,US-2016-130519,48,3,154,1456,600,24.672
1865,CA-2016-109512,575,3,296,1231,28,383.607
1866,US-2018-157896,340,3,653,1363,126,146.82
1867,CA-2016-113131,675,3,589,1340,358,15.84
1868,CA-2016-120397,400,3,581,1202,528,32.784
1869,CA-2016-113131,675,3,589,456,358,24.424
1870,US-2018-103828,398,3,613,1526,16,31.44
1871,CA-2015-105249,458,3,419,687,16,41.4
1872,CA-2015-105249,458,3,419,1095,16,411.332
1873,CA-2018-104822,237,3,698,460,543,24.55
1874,CA-2016-111948,387,3,645,1626,175,418.32
1875,CA-2018-122987,233,3,520,1018,12,13.428
1876,CA-2018-122987,233,3,520,495,12,67.136
1877,CA-2016-129217,316,3,94,1785,293,70.97
1878,CA-2016-129217,316,3,94,1103,293,36.784
1879,US-2018-120607,188,3,1,1475,410,195.64
1880,US-2017-156692,8,3,109,1432,267,17.34
1881,CA-2017-159653,335,3,700,565,162,14.73
1882,US-2017-156692,8,3,109,853,267,71.98
1883,CA-2018-145884,526,3,430,1260,546,1439.92
1884,CA-2016-111948,387,3,645,1651,175,123.858
1885,CA-2018-134404,751,3,185,1453,476,164.388
1886,CA-2018-128370,401,3,281,1130,19,362.352
1887,US-2018-152002,724,3,659,60,19,122.97
1888,CA-2017-108224,736,3,332,702,14,185.528
1889,CA-2018-128370,401,3,281,1051,19,7.184
1890,CA-2016-109512,575,3,296,1516,28,563.4
1891,CA-2017-111794,429,3,109,1398,110,28.352
1892,CA-2018-157966,738,3,639,353,329,34.36
1893,CA-2017-155516,221,3,531,1725,294,7.36
1894,US-2018-103828,398,3,613,1432,16,83.79
1895,CA-2018-145884,526,3,430,1551,546,262.11
1896,US-2015-129609,336,3,483,502,20,16.28
1897,US-2018-152492,693,3,762,1067,290,239.24
1898,CA-2017-115476,241,3,483,849,269,129.98
1899,US-2018-103828,398,3,613,697,16,59.52
1900,US-2018-103828,398,3,613,1725,16,31.92
1901,CA-2017-108630,553,3,691,1660,170,61.12
1902,CA-2015-108903,238,3,644,655,358,14.48
1903,CA-2018-134404,751,3,185,1672,476,13.248
1904,CA-2015-141796,337,3,599,870,81,1214.85
1905,CA-2018-168123,241,3,481,965,86,7.9
1906,CA-2017-113425,673,3,289,265,126,113.568
1907,CA-2017-118101,334,3,727,60,157,368.91
1908,CA-2017-118101,334,3,727,1056,157,8.02
1909,CA-2017-118101,334,3,727,551,157,171.04
1910,CA-2016-145758,92,3,754,598,543,1035.8
1911,CA-2018-168123,241,3,481,653,86,221.16
1912,CA-2018-168123,241,3,481,406,86,127.96
1913,CA-2016-130848,154,3,382,1142,332,582.336
1914,CA-2015-113047,413,3,221,965,302,11.85
1915,CA-2018-168123,241,3,481,1789,86,18.69
1916,CA-2017-106530,567,3,125,1100,114,10.368
1917,CA-2015-142965,669,3,324,1615,450,27.36
1918,CA-2015-108903,238,3,644,1713,358,142.488
1919,CA-2018-143686,124,3,211,370,352,1399.93
1920,CA-2017-155565,649,3,663,1497,508,54.9
1921,CA-2018-147767,661,3,401,1458,75,67.86
1922,US-2015-134054,383,3,380,377,3,255.85
1923,CA-2016-113131,675,3,589,1728,358,17.12
1924,CA-2017-136126,516,3,89,526,370,191.6
1925,CA-2017-146836,199,3,114,1630,543,44.94
1926,CA-2016-168809,8,3,569,171,185,20.104
1927,CA-2016-168809,8,3,569,1739,185,3.798
1928,CA-2016-168809,8,3,569,1092,185,7.88
1929,CA-2018-147725,690,3,573,1575,46,70.95
1930,CA-2018-152695,603,3,91,655,364,10.86
1931,CA-2018-152695,603,3,91,658,364,426.79
1932,CA-2018-162565,138,3,58,1539,293,10.368
1933,CA-2018-162565,138,3,58,1182,293,77.72
1934,CA-2018-162565,138,3,58,315,293,520.464
1935,CA-2017-155516,221,3,531,1747,294,23.2
1936,CA-2015-110639,140,3,362,1152,126,25.92
1937,CA-2017-106530,567,3,125,24,114,25.12
1938,CA-2017-106530,567,3,125,1357,114,58.112
1939,CA-2015-115056,354,3,225,249,358,26.136
1940,US-2015-120740,243,3,525,1276,285,106.96
1941,CA-2018-142391,577,3,320,1705,295,199.8
1942,CA-2015-142769,579,3,12,1335,414,5.7
1943,CA-2015-142769,579,3,12,152,414,14.19
1944,CA-2015-142769,579,3,12,469,414,7.3
1945,CA-2015-142769,579,3,12,916,414,199.98
1946,CA-2015-142769,579,3,12,581,414,144.96
1947,CA-2015-142769,579,3,12,684,414,118
1948,CA-2015-142769,579,3,12,167,414,48.94
1949,CA-2015-110639,140,3,362,543,126,45.92
1950,CA-2018-144484,267,3,746,789,246,406.6
1951,CA-2016-132465,725,2,132,490,508,78.8
1952,CA-2016-132465,725,2,132,1476,508,19.99
1953,CA-2016-132465,725,2,132,1201,508,772.68
1954,US-2015-167262,570,2,9,1141,532,742.336
1955,CA-2016-123939,196,2,756,1773,288,435.504
1956,US-2018-104451,674,2,214,1744,246,81.08
1957,US-2017-151827,293,2,164,939,412,280.782
1958,CA-2018-142342,69,2,457,1044,424,1194.165
1959,CA-2018-118668,568,2,546,461,496,16.59
1960,CA-2017-149783,750,2,654,1445,515,31.744
1961,CA-2016-138534,269,2,77,897,613,195.466
1962,CA-2018-109393,139,2,1,314,496,435.999
1963,CA-2018-121489,86,2,140,410,295,388.704
1964,CA-2018-121489,86,2,140,850,295,572.58
1965,CA-2018-121489,86,2,140,461,295,33.18
1966,CA-2017-145982,325,2,504,1623,279,244.615
1967,CA-2017-145982,325,2,504,76,279,59.97
1968,CA-2017-113600,129,2,620,1148,194,2.214
1969,CA-2018-130834,361,2,268,124,193,16.272
1970,CA-2017-101630,687,2,596,1606,81,8.67
1971,CA-2017-101630,687,2,596,428,81,25.71
1972,CA-2017-145982,325,2,504,328,279,81.54
1973,CA-2016-130659,605,2,744,61,508,17.94
1974,CA-2015-109904,400,2,662,1805,126,17.94
1975,CA-2017-135461,367,2,421,1353,285,623.96
1976,CA-2018-153045,30,2,245,223,617,429.6
1977,CA-2018-153045,30,2,245,1705,617,31.968
1978,CA-2018-153045,30,2,245,1354,617,887.271
1979,CA-2018-153045,30,2,245,124,617,21.696
1980,US-2017-151827,293,2,164,596,412,31.984
1981,CA-2017-145982,325,2,504,230,279,11.68
1982,CA-2018-122007,679,2,736,1025,496,90.86
1983,CA-2018-160983,176,2,257,1127,323,46.96
1984,US-2017-158288,22,2,527,1541,443,78.759
1985,CA-2017-128916,190,2,335,1459,528,9.552
1986,CA-2017-128916,190,2,335,127,528,5.344
1987,CA-2018-103009,361,2,402,1610,490,26.4
1988,CA-2017-145982,325,2,504,1241,279,29
1989,CA-2017-130911,528,2,232,1674,114,301.47
1990,CA-2017-130911,528,2,232,425,114,18.656
1991,CA-2018-130148,577,2,334,595,246,31.08
1992,CA-2016-122826,203,2,42,1173,510,201.568
1993,CA-2018-130148,577,2,334,469,246,7.3
1994,CA-2016-130659,605,2,744,1687,508,384.174
1995,CA-2015-144281,550,2,602,735,175,491.55
1996,CA-2017-126529,571,2,779,1200,450,15.552
1997,CA-2018-158876,266,2,358,1309,217,16.896
1998,CA-2018-136364,418,2,715,1250,617,39.594
1999,CA-2018-136364,418,2,715,1251,617,91.008
2000,CA-2016-137708,627,2,192,111,188,37.94
2001,CA-2016-137708,627,2,192,757,188,42.8
2002,CA-2016-137708,627,2,192,49,188,33.63
2003,CA-2018-158876,266,2,358,1238,217,6.672
2004,CA-2017-106621,364,2,121,802,14,10.496
2005,CA-2018-107461,426,2,579,544,612,23.88
2006,CA-2018-123029,557,2,560,998,285,159.98
2007,CA-2018-154718,30,2,156,874,234,6
2008,CA-2017-121370,226,2,233,1252,412,380.058
2009,CA-2018-143658,296,2,478,843,508,109.9
2010,CA-2018-133046,51,2,321,1459,295,23.88
2011,CA-2018-133046,51,2,321,1439,295,12.96
2012,CA-2018-133046,51,2,321,1316,295,234.95
2013,CA-2017-121370,226,2,233,216,412,1199.976
2014,CA-2017-121370,226,2,233,316,412,48.576
2015,CA-2017-126529,571,2,779,1344,450,63.312
2016,CA-2017-147578,660,2,557,1470,16,31.56
2017,CA-2018-124191,541,2,297,1737,329,8.856
2018,CA-2018-158876,266,2,358,1619,217,99.136
2019,CA-2018-158876,266,2,358,354,217,15.992
2020,CA-2016-148635,741,2,326,720,295,9.42
2021,CA-2015-132612,108,2,472,1304,368,1441.3
2022,US-2018-153633,417,2,486,1253,141,2.064
2023,CA-2016-148635,741,2,326,1691,295,12.96
2024,CA-2016-148635,741,2,326,1680,295,704.9
2025,CA-2016-148635,741,2,326,765,295,561.568
2026,CA-2017-130393,297,2,740,1702,159,248.43
2027,CA-2017-130393,297,2,740,985,159,11.648
2028,CA-2017-130393,297,2,740,1637,159,85.246
2029,CA-2018-144820,721,2,66,1792,451,20.64
2030,CA-2016-135685,458,2,587,753,455,179.82
2031,CA-2016-135685,458,2,587,1204,455,185.58
2032,CA-2017-126529,571,2,779,449,450,15.588
2033,CA-2016-135685,458,2,587,1181,455,214.11
2034,CA-2016-135685,458,2,587,348,455,999.96
2035,CA-2016-135685,458,2,587,637,455,653.55
2036,CA-2015-122336,164,2,119,230,617,30.992
2037,US-2018-152366,116,2,783,1086,5,97.264
2038,US-2017-115819,63,2,787,497,285,39.96
2039,US-2017-115819,63,2,787,756,285,5.46
2040,CA-2017-121223,430,2,346,503,248,8.448
2041,US-2016-106873,675,2,747,396,532,14.576
2042,US-2016-106873,675,2,747,1213,532,23.2
2043,US-2016-106873,675,2,747,1208,532,16.464
2044,CA-2017-132990,181,2,705,215,617,19.312
2045,CA-2016-125423,297,2,60,475,304,9.96
2046,US-2017-115819,63,2,787,1098,285,73.2
2047,CA-2018-152912,673,2,664,657,591,9.64
2048,CA-2018-152912,673,2,664,672,591,826.62
2049,CA-2018-152912,673,2,664,1773,591,1633.14
2050,CA-2016-124044,170,2,561,1004,4,10.512
2051,CA-2015-164469,301,2,656,464,514,263.96
2052,CA-2015-164469,301,2,656,502,514,71.632
2053,CA-2015-164469,301,2,656,425,514,9.328
2054,CA-2018-152912,673,2,664,1773,591,544.38
2055,US-2017-115819,63,2,787,803,285,5.84
2056,US-2017-115819,63,2,787,259,285,9.336
2057,CA-2016-135727,56,2,525,1297,361,191.968
2058,CA-2017-100300,541,2,558,873,78,4476.8
2059,CA-2017-100300,541,2,558,713,78,104.85
2060,CA-2017-100300,541,2,558,1126,78,241.44
2061,CA-2015-113320,425,2,147,1493,205,12.54
2062,CA-2015-113320,425,2,147,1264,205,8.94
2063,CA-2015-113320,425,2,147,741,205,9.24
2064,US-2018-146416,237,2,495,874,101,3.75
2065,CA-2016-120915,551,2,631,893,508,293.52
2066,CA-2016-120915,551,2,631,229,508,307.98
2067,CA-2018-119424,541,2,440,1616,296,71.976
2068,CA-2015-138940,17,2,17,372,102,758.352
2069,US-2016-101511,469,2,278,410,476,396.802
2070,CA-2018-134649,15,2,138,280,558,15.47
2071,CA-2018-134649,15,2,138,837,558,7.16
2072,US-2016-101511,469,2,278,956,476,15.88
2073,CA-2018-119424,541,2,440,1548,296,19.44
2074,CA-2017-142902,675,2,515,152,134,15.136
2075,CA-2018-116680,551,2,579,943,16,13.344
2076,US-2016-104185,358,2,638,1211,126,120.33
2077,CA-2017-142902,675,2,515,375,134,466.768
2078,CA-2018-116680,551,2,579,334,16,1478.272
2079,US-2018-146416,237,2,495,1513,101,20.928
2080,US-2018-135062,285,2,730,1801,465,229.544
2081,US-2017-118780,271,2,763,1120,28,59.48
2082,US-2017-118780,271,2,763,407,28,6.69
2083,CA-2017-142902,675,2,515,1482,134,15.232
2084,CA-2016-102848,720,2,539,1473,304,190.72
2085,CA-2016-136728,130,2,116,1534,466,7.824
2086,CA-2016-136728,130,2,116,1155,466,170.072
2087,CA-2017-121223,430,2,346,1387,248,728.946
2088,CA-2016-140375,428,2,165,1715,342,19.44
2089,CA-2016-140375,428,2,165,622,342,7.38
2090,CA-2018-143567,226,2,425,633,583,5.32
2091,CA-2016-150749,241,2,159,1326,460,5.56
2092,CA-2016-123673,92,2,15,437,511,299.9
2093,CA-2015-107706,582,2,349,963,378,16.176
2094,CA-2016-136700,23,2,657,1401,491,8.96
2095,CA-2018-143567,226,2,425,1191,583,975.92
2096,CA-2018-143567,226,2,425,348,583,2249.91
2097,CA-2018-143567,226,2,425,1630,583,59.92
2098,CA-2017-142902,675,2,515,1639,134,6.264
2099,CA-2017-168753,148,2,730,978,212,979.95
2100,CA-2017-163167,340,2,85,1637,108,182.67
2101,CA-2017-163167,340,2,85,1749,108,101.7
2102,CA-2017-163167,340,2,85,1359,108,1126.02
2103,CA-2017-163167,340,2,85,895,108,1263.3
2104,CA-2017-131744,394,2,773,1552,412,6.848
2105,CA-2017-136371,259,2,401,1271,581,14.98
2106,CA-2017-136371,259,2,401,1835,581,20.32
2107,CA-2017-168753,148,2,730,1491,212,22.75
2108,CA-2017-131744,394,2,773,355,412,4.626
2109,CA-2017-154690,648,2,207,1094,465,225.296
2110,CA-2017-131744,394,2,773,1240,412,453.6
2111,CA-2016-130659,605,2,744,852,508,1799.75
2112,CA-2015-115259,181,2,78,1355,358,130.464
2113,CA-2018-101049,438,2,159,748,114,17.92
2114,CA-2018-104136,542,2,538,1368,65,189.7
2115,CA-2018-104136,542,2,538,1842,65,40.99
2116,CA-2017-123050,642,2,31,1192,321,82.64
2117,CA-2017-123050,642,2,31,1506,321,31.02
2118,CA-2017-123050,642,2,31,1788,321,89.97
2119,CA-2017-162355,260,2,439,389,196,35.97
2120,CA-2017-162355,260,2,439,299,196,1266.86
2121,CA-2018-101049,438,2,159,654,114,41.256
2122,US-2015-161613,638,2,666,357,528,674.058
2123,US-2015-146353,428,2,241,392,69,22.92
2124,US-2015-146353,428,2,241,1054,69,269.9
2125,CA-2015-133809,298,2,23,69,262,11.808
2126,CA-2015-133809,298,2,23,1846,262,9.588
2127,CA-2017-133816,10,2,410,68,412,743.988
2128,CA-2016-140221,575,2,744,1677,271,11.212
2129,CA-2016-140221,575,2,744,1259,271,4.712
2130,CA-2016-140221,575,2,744,1235,271,180.98
2131,CA-2016-140221,575,2,744,454,271,60.416
2132,CA-2016-161830,675,2,676,1633,382,35.96
2133,CA-2016-161830,675,2,676,1789,382,14.952
2134,CA-2018-163125,221,2,589,389,360,67.144
2135,CA-2018-163125,221,2,589,499,360,254.058
2136,CA-2017-115588,627,2,716,1725,392,14.72
2137,CA-2017-115588,627,2,716,570,392,38.976
2138,CA-2018-114055,415,2,553,588,95,96.08
2139,CA-2018-114055,415,2,553,1282,95,3.62
2140,CA-2018-114055,415,2,553,970,95,629.1
2141,CA-2018-114055,415,2,553,20,95,90.48
2142,US-2018-122637,147,2,464,749,271,42.616
2143,CA-2016-104059,301,2,649,1244,450,3.424
2144,CA-2016-141012,337,2,243,719,504,355.36
2145,CA-2016-141012,337,2,243,200,504,140.376
2146,CA-2015-166191,696,2,535,1506,31,24.816
2147,CA-2018-132521,60,2,264,1228,382,119.96
2148,US-2017-167339,127,2,28,179,78,153.568
2149,US-2017-167339,127,2,28,1252,78,1013.488
2150,CA-2016-154284,614,2,537,1199,486,600.53
2151,CA-2016-154284,614,2,537,1175,486,59.904
2152,CA-2016-154284,614,2,537,892,486,637.44
2153,CA-2015-166191,696,2,535,1403,31,408.744
2154,CA-2016-156853,88,2,559,1344,69,184.66
2155,CA-2015-103086,251,2,239,323,378,5.312
2156,CA-2017-102932,608,2,269,168,46,25.44
2157,CA-2017-102932,608,2,269,336,46,27.93
2158,CA-2017-130799,29,2,513,1119,246,6.96
2159,CA-2018-101077,452,2,14,202,191,6.848
2160,CA-2017-152156,205,2,751,293,583,261.96
2161,CA-2018-117947,94,2,154,1018,28,107.424
2162,CA-2018-117947,94,2,154,1281,28,37.91
2163,CA-2016-134992,271,2,290,270,64,32.4
2164,CA-2016-134992,271,2,290,1699,64,47.98
2165,CA-2015-164224,450,2,323,1815,128,149.232
2166,CA-2015-164224,450,2,323,769,128,15.936
2167,CA-2017-166163,648,2,603,577,205,71.976
2168,CA-2017-166163,648,2,603,1659,205,3.15
2169,CA-2017-125815,656,2,673,1672,126,12.42
2170,CA-2016-101007,475,2,54,547,544,20.8
2171,US-2017-135720,618,2,187,1817,597,243.384
2172,CA-2018-110905,401,2,356,1131,356,16.2
2173,CA-2018-110905,401,2,356,1593,356,33.99
2174,CA-2018-110905,401,2,356,1713,356,296.85
2175,CA-2018-110905,401,2,356,32,356,112.8
2176,US-2018-153255,147,2,256,1082,170,239.666
2177,CA-2016-157434,422,2,451,769,443,7.968
2178,CA-2017-101525,248,2,605,1519,291,109.92
2179,CA-2017-101525,248,2,605,1152,291,19.44
2180,CA-2017-101525,248,2,605,1515,291,11.16
2181,US-2015-117968,616,2,319,1540,139,79.47
2182,US-2015-117968,616,2,319,131,139,4.56
2183,US-2015-117968,616,2,319,1566,139,1133.35
2184,CA-2018-110905,401,2,356,1736,356,13.71
2185,CA-2018-110905,401,2,356,1393,356,24.9
2186,CA-2018-110905,401,2,356,850,356,286.29
2187,CA-2018-110905,401,2,356,1027,356,24.18
2188,US-2017-135720,618,2,187,1233,597,119.8
2189,CA-2017-109344,747,2,15,1480,343,1127.976
2190,US-2017-135720,618,2,187,1644,597,300.768
2191,CA-2018-144694,577,2,130,797,115,17.88
2192,US-2015-120313,570,2,528,1005,246,73.584
2193,US-2018-111024,185,2,537,43,92,215.148
2194,US-2018-111024,185,2,537,944,92,30.96
2195,CA-2018-117926,408,2,685,731,607,69.48
2196,CA-2015-142727,144,2,628,1159,172,51.96
2197,CA-2017-136301,569,2,663,1828,607,28.28
2198,CA-2017-136301,569,2,663,4,607,4912.59
2199,CA-2015-160262,108,2,428,1253,503,18.06
2200,CA-2015-160262,108,2,428,1112,503,79.14
2201,CA-2015-142727,144,2,628,26,172,17.94
2202,CA-2018-141747,648,2,37,1682,382,16.06
2203,CA-2018-142776,138,2,80,1299,264,7.28
2204,CA-2015-158337,278,2,220,483,543,108.92
2205,CA-2018-142776,138,2,80,1295,264,5.4
2206,US-2016-140851,42,2,623,1597,192,38.88
2207,CA-2015-110408,621,2,685,30,212,275.97
2208,CA-2015-110408,621,2,685,164,212,1394.95
2209,CA-2015-110408,621,2,685,977,212,545.88
2210,CA-2018-144694,577,2,130,735,115,235.944
2211,CA-2015-120432,481,2,338,286,623,25.5
2212,CA-2015-157609,599,2,652,256,343,471.92
2213,CA-2016-119592,697,2,595,361,127,3.76
2214,CA-2017-141180,197,2,197,246,61,7.764
2215,CA-2016-120341,81,2,543,875,248,121.104
2216,CA-2016-109708,727,2,603,1006,12,467.04
2217,CA-2016-122406,351,2,713,353,446,128.85
2218,CA-2018-134495,212,2,754,52,523,23.976
2219,CA-2018-114258,371,2,336,229,191,492.768
2220,CA-2016-152611,747,2,220,399,521,286.79
2221,CA-2018-128699,129,2,567,1225,523,47.992
2222,CA-2017-130288,22,2,750,1091,28,313.176
2223,CA-2018-146458,266,2,581,907,460,22.96
2224,CA-2016-168004,222,2,328,1383,233,392.94
2225,CA-2015-164721,228,2,66,1276,54,320.88
2226,CA-2015-164721,228,2,66,1459,54,23.88
2227,CA-2015-164721,228,2,66,407,54,26.76
2228,CA-2016-122406,351,2,713,387,446,8.4
2229,CA-2016-122406,351,2,713,413,446,199.98
2230,CA-2018-134495,212,2,754,1033,523,6.264
2231,CA-2018-103478,459,2,209,837,293,2.864
2232,CA-2018-103478,459,2,209,875,293,94.192
2233,CA-2016-122406,351,2,713,58,446,110.98
2234,CA-2018-134495,212,2,754,1432,523,20.808
2235,CA-2018-112431,279,2,356,1357,285,435.84
2236,CA-2018-112431,279,2,356,1486,285,5.88
2237,CA-2015-167164,474,2,742,1671,219,55.5
2238,CA-2018-134495,212,2,754,977,523,218.352
2239,CA-2016-115924,684,2,713,665,537,25.9
2240,CA-2018-161655,561,2,155,59,269,299.52
2241,CA-2015-155796,530,2,452,1271,437,23.968
2242,CA-2015-155796,530,2,452,1635,437,521.96
2243,CA-2017-127138,555,2,750,1399,607,154.9
2244,CA-2017-127138,555,2,750,243,607,30.56
2245,CA-2017-127138,555,2,750,357,607,770.352
2246,CA-2018-150602,421,2,580,362,144,21.12
2247,CA-2015-140732,530,2,335,1274,19,575.928
2248,CA-2015-140732,530,2,335,9,19,7.78
2249,CA-2015-140732,530,2,335,1746,19,123.92
2250,CA-2018-167913,501,2,183,1806,536,330.4
2251,US-2018-147221,661,2,759,1848,5,294.62
2252,US-2018-147221,661,2,759,31,5,8.752
2253,CA-2016-120341,81,2,543,776,248,45.894
2254,CA-2016-142202,1,2,13,892,523,717.12
2255,US-2017-131114,614,2,770,428,329,20.568
2256,US-2017-131114,614,2,770,249,329,4.356
2257,US-2017-131114,614,2,770,278,329,19.04
2258,CA-2017-109925,586,2,49,1763,55,84.84
2259,CA-2018-167913,501,2,183,79,536,26.25
2260,CA-2016-125395,273,2,139,582,322,41.9
2261,CA-2018-112984,300,2,217,1408,248,20.544
2262,CA-2018-163510,415,2,317,1154,477,95.94
2263,CA-2018-163510,415,2,317,1231,477,304.45
2264,CA-2018-140585,214,2,53,1541,394,46.672
2265,CA-2018-140585,214,2,53,1511,394,119.833
2266,CA-2018-140585,214,2,53,291,394,119.98
2267,CA-2017-144855,75,2,179,1197,246,6.3
2268,CA-2018-140088,410,2,416,1347,612,301.96
2269,CA-2017-150945,311,2,289,608,126,900.08
2270,CA-2017-121755,157,2,527,185,285,11.648
2271,CA-2017-121755,157,2,527,1478,285,90.57
2272,CA-2017-159695,144,2,17,1763,378,158.368
2273,CA-2017-160745,618,2,203,1442,40,14.8
2274,CA-2017-160745,618,2,203,123,40,302.376
2275,CA-2017-160745,618,2,203,1591,40,316
2276,CA-2015-158274,720,2,373,123,435,503.96
2277,CA-2015-152422,270,2,363,1189,358,91.92
2278,CA-2018-147207,568,2,604,780,453,31.744
2279,CA-2018-139717,624,2,24,1772,92,646.272
2280,CA-2018-139717,624,2,24,201,92,10.368
2281,CA-2018-147207,568,2,604,738,453,5.432
2282,CA-2018-147207,568,2,604,1091,453,913.43
2283,CA-2018-147207,568,2,604,1632,453,372.144
2284,CA-2018-164378,132,2,214,907,543,6.56
2285,CA-2015-109918,631,2,204,1301,431,83.92
2286,CA-2018-164378,132,2,214,1639,543,7.83
2287,CA-2017-114482,673,2,710,1595,537,40.46
2288,CA-2017-114482,673,2,710,1563,537,404.94
2289,CA-2017-128531,323,2,245,1526,6,41.92
2290,US-2018-111241,476,2,111,708,94,239.12
2291,CA-2018-148922,603,2,639,370,104,599.97
2292,CA-2018-148922,603,2,639,449,104,38.97
2293,CA-2018-148922,603,2,639,392,104,45.84
2294,CA-2018-164378,132,2,214,582,543,41.9
2295,CA-2017-113516,554,2,470,382,125,67.136
2296,CA-2018-145702,188,2,175,1383,515,314.352
2297,CA-2018-145702,188,2,175,769,515,27.888
2298,CA-2017-128531,323,2,245,1504,6,297.576
2299,US-2015-135972,156,2,341,229,314,246.384
2300,US-2015-135972,156,2,341,74,314,1799.97
2301,CA-2017-124016,267,2,115,1393,92,11.952
2302,CA-2017-124016,267,2,115,989,92,28
2303,CA-2017-124016,267,2,115,1236,92,12.201
2304,CA-2017-128531,323,2,245,1587,6,4.344
2305,CA-2015-156006,292,2,134,190,104,47.79
2306,US-2015-134971,201,2,152,1636,160,12.462
2307,CA-2017-145842,303,2,187,884,543,40.74
2308,CA-2016-111780,497,2,459,898,78,1199.96
2309,CA-2016-111780,497,2,459,387,78,12.6
2310,CA-2016-111780,497,2,459,590,78,17.94
2311,CA-2016-158659,607,2,310,1668,561,714.3
2312,CA-2017-128531,323,2,245,1713,6,94.992
2313,CA-2017-134544,241,2,445,445,607,84.784
2314,CA-2017-128531,323,2,245,805,6,74.352
2315,CA-2018-121216,198,2,474,1401,379,28.672
2316,CA-2018-121216,198,2,474,766,379,29.312
2317,CA-2018-164378,132,2,214,693,543,664.146
2318,CA-2018-164378,132,2,214,1401,543,8.96
2319,CA-2016-134747,413,2,107,20,499,135.72
2320,CA-2017-152555,115,2,57,252,271,45.528
2321,CA-2017-152555,115,2,57,1781,271,844.116
2322,CA-2016-134747,413,2,107,1329,499,12.56
2323,CA-2017-152555,115,2,57,245,271,812.736
2324,CA-2018-107832,565,2,281,1766,443,7.476
2325,CA-2015-120838,461,2,416,1806,304,330.4
2326,CA-2015-120838,461,2,416,1841,304,604.752
2327,CA-2016-134747,413,2,107,1223,499,263.96
2328,US-2018-162068,173,2,386,1034,278,1.188
2329,CA-2018-109757,551,2,8,1253,128,8.256
2330,CA-2018-109757,551,2,8,1481,128,25.56
2331,CA-2018-109757,551,2,8,185,128,4.368
2332,CA-2016-143147,736,2,456,1347,470,105.686
2333,CA-2017-137176,534,2,748,126,544,15.008
2334,CA-2017-152170,521,2,281,90,45,287.52
2335,CA-2017-142594,297,2,735,1257,137,137.94
2336,CA-2017-152170,521,2,281,493,45,37.68
2337,CA-2017-152170,521,2,281,1022,45,19.98
2338,CA-2017-152170,521,2,281,93,45,20.58
2339,CA-2017-152170,521,2,281,1205,45,17.38
2340,CA-2018-165603,182,2,400,905,150,49.96
2341,CA-2018-165603,182,2,400,1742,150,12.96
2342,CA-2017-108987,554,2,619,1630,5,35.952
2343,CA-2017-142594,297,2,735,390,137,901.95
2344,CA-2017-142594,297,2,735,1535,137,366.009
2345,CA-2016-143147,736,2,456,814,470,399.54
2346,CA-2018-120061,226,2,478,58,450,155.372
2347,CA-2017-108987,554,2,619,459,5,2396.2656
2348,CA-2016-110814,65,2,363,458,126,232.4
2349,CA-2016-110814,65,2,363,1687,126,164.646
2350,CA-2016-110814,65,2,363,363,126,22.68
2351,CA-2015-154186,280,2,459,469,528,2.92
